151,Tip Box 50uL and 300uL,This carrier fits 50uL and 300uL tip boxes,Ham_MLTipBox_Car_Base_50uL_300uL_A00.tml,ML_STAR\\Tip Boxes\\Ham_MLTipBox_Car_Base_50uL_300uL_A00.tml
173,Tip Box 1000 µl conductive filtered sterile ,Hamilton Tip Box with 96 1000 µL conductive filtered sterile tips,Ham_MLTipBox_F1000.rck,ML_STAR\\Tip Boxes\\Ham_MLTipBox_F1000.rck
173,Tip Box 1000 µl conductive filtered sterile for Entry Exit,Hamilton Tip Box with 96 1000 µL conductive filtered sterile tips for Entry Exit,Ham_MLTipBox_F1000_EntryExit.rck,ML_STAR\\Tip Boxes\\Ham_MLTipBox_F1000_EntryExit.rck
172,Tip Box 300 µl conductive filtered sterile ,Hamilton Tip Box with 96 300 µl conductive filtered sterile tips,Ham_MLTipBox_F300.rck,ML_STAR\\Tip Boxes\\Ham_MLTipBox_F300.rck
172,Tip Box 300 µl conductive filtered sterile for Entry Exit,Hamilton Tip Box with 96 300 µl conductive filtered sterile tips for Entry Exit,Ham_MLTipBox_F300_EntryExit.rck,ML_STAR\\Tip Boxes\\Ham_MLTipBox_F300_EntryExit.rck
20005,Tip Box 50 µl conductive filtered sterile ,Hamilton Tip Box with 96 50 µl conductive filtered sterile tips,Ham_MLTipBox_F50.rck,ML_STAR\\Tip Boxes\\Ham_MLTipBox_F50.rck
20005,Tip Box 50 µl conductive filtered sterile for Entry Exit,Hamilton Tip Box with 96 50 µl conductive filtered sterile tips for Entry Exit,Ham_MLTipBox_F50_EntryExit.rck,ML_STAR\\Tip Boxes\\Ham_MLTipBox_F50_EntryExit.rck
151,Tip Box lid adapter,,Ham_MLTipBox_LidAdapter.tml,ML_STAR\\Tip Boxes\\Ham_MLTipBox_LidAdapter.tml
153,VacuTube Configurable carrier,Carrier with 4 configurable rack locations,SMP_CAR_VacuTube_A.tml,ML_STAR\\VacuTube\\SMP_CAR_VacuTube_A.tml
20011,VacuTube Configurable carrier,Carrier with 4 configurable rack locations,SMP_CAR_VacuTube_A.tml,ML_STAR\\VacuTube\\SMP_CAR_VacuTube_A.tml
20011,VacuTube Rack for Cap Storage,4 position VacuTube rack for cap storage,VacuTube_CapStorage.rck,ML_STAR\\VacuTube\\VacuTube_CapStorage.rck
20011,VacuTube Carrier for Cap Storage,VacuTube Carrier for Cap Storage,VacuTube_CapStorage_x16.rck,ML_STAR\\VacuTube\\VacuTube_CapStorage_x16.rck
20011,VacuTube waste for caps,VacuTube waste for caps,VacuTube_CapWaste.rck,ML_STAR\\VacuTube\\VacuTube_CapWaste.rck
20011,VacuTube Rack with BD 6ml tubes,VacuTube Rack with BD 6ml tubes,VacuTube_Rack_BD6ml.rck,ML_STAR\\VacuTube\\VacuTube_Rack_BD6ml.rck
20011,VacuTube Carrier with BD 6ml tubes,VacuTube Carrier with BD 6ml tubes,VacuTube_Rack_BD6ml_x16.rck,ML_STAR\\VacuTube\\VacuTube_Rack_BD6ml_x16.rck
20011,VacuTube Rack with Greiner 6ml tubes,VacuTube Rack with Greiner 6ml tubes,VacuTube_Rack_Greiner6ml.rck,ML_STAR\\VacuTube\\VacuTube_Rack_Greiner6ml.rck
20011,VacuTube Carrier with Greiner 6ml tubes,VacuTube Carrier with Greiner 6ml tubes,VacuTube_Rack_Greiner6ml_x16.rck,ML_STAR\\VacuTube\\VacuTube_Rack_Greiner6ml_x16.rck
20011,VacuTube Rack with Greiner 9ml tubes,VacuTube Rack with Greiner 9ml tubes,VacuTube_Rack_Greiner9ml.rck,ML_STAR\\VacuTube\\VacuTube_Rack_Greiner9ml.rck
20011,VacuTube Carrier with Greiner 9ml tubes,VacuTube Carrier with Greiner 9ml tubes,VacuTube_Rack_Greiner9ml_x16.rck,ML_STAR\\VacuTube\\VacuTube_Rack_Greiner9ml_x16.rck
20011,VacuTube Rack with QFT containers,VacuTube Rack with QFT containers,VacuTube_Rack_QFT.rck,ML_STAR\\VacuTube\\VacuTube_Rack_QFT.rck
20011,VacuTube Carrier with QFT tubes,VacuTube Carrier with QFT tubes,VacuTube_Rack_QFT_x16.rck,ML_STAR\\VacuTube\\VacuTube_Rack_QFT_x16.rck
181,Car_DC_WashStation_CR_Needle_A01,Double Chamber Wash Station (without CR Needles),Car_DC_WashStation_CR_Needle_A01.tml,ML_STAR\\WASHSTATION\\Car_DC_WashStation_CR_Needle_A01.tml
180,Car_Wash_1_CR_HighNeedle_A00,CR Wash Station 1 with 1000ul Needles,Car_Wash_1_CR_HighNeedle_A00.tml,ML_STAR\\WASHSTATION\\Car_Wash_1_CR_HighNeedle_A00.tml
180,Car_Wash_1_CR_LowNeedle_A00,CR Wash Station 1 with 10ul Needles,Car_Wash_1_CR_LowNeedle_A00.tml,ML_STAR\\WASHSTATION\\Car_Wash_1_CR_LowNeedle_A00.tml
180,Car_Wash_1_CR_StandardNeedle_A00,CR Wash Station 1 with 300ul Needles,Car_Wash_1_CR_StandardNeedle_A00.tml,ML_STAR\\WASHSTATION\\Car_Wash_1_CR_StandardNeedle_A00.tml
180,Car_Wash_2_CR_HighNeedle_A00,CR Wash Station 2 with 1000ul Needles,Car_Wash_2_CR_HighNeedle_A00.tml,ML_STAR\\WASHSTATION\\Car_Wash_2_CR_HighNeedle_A00.tml
180,Car_Wash_2_CR_LowNeedle_A00,CR Wash Station 2 with 10ul Needles,Car_Wash_2_CR_LowNeedle_A00.tml,ML_STAR\\WASHSTATION\\Car_Wash_2_CR_LowNeedle_A00.tml
180,Car_Wash_2_CR_StandardNeedle_A00,CR Wash Station 2 with 300ul Needles,Car_Wash_2_CR_StandardNeedle_A00.tml,ML_STAR\\WASHSTATION\\Car_Wash_2_CR_StandardNeedle_A00.tml
181,DC 1000ul needles rack (HU),Rack for 1000ul needles on DC wash station (node HU),DC_WashStation_1000ul_CR_Needle_HU.rck,ML_STAR\\WASHSTATION\\DC_WashStation_1000ul_CR_Needle_HU.rck
181,DC 1000ul needles rack (HV),Rack for 1000ul needles on DC wash station (node HV),DC_WashStation_1000ul_CR_Needle_HV.rck,ML_STAR\\WASHSTATION\\DC_WashStation_1000ul_CR_Needle_HV.rck
181,DC 1000ul needles rack (HW),Rack for 1000ul needles on DC wash station (node HW),DC_WashStation_1000ul_CR_Needle_HW.rck,ML_STAR\\WASHSTATION\\DC_WashStation_1000ul_CR_Needle_HW.rck
181,DC 10ul needles rack (HU),Rack for 10ul needles on DC wash station (node HU),DC_WashStation_10ul_CR_Needle_HU.rck,ML_STAR\\WASHSTATION\\DC_WashStation_10ul_CR_Needle_HU.rck
181,DC 10ul needles rack (HV),Rack for 10ul needles on DC wash station (node HV),DC_WashStation_10ul_CR_Needle_HV.rck,ML_STAR\\WASHSTATION\\DC_WashStation_10ul_CR_Needle_HV.rck
181,DC 10ul needles rack (HW),Rack for 10ul needles on DC wash station (node HW),DC_WashStation_10ul_CR_Needle_HW.rck,ML_STAR\\WASHSTATION\\DC_WashStation_10ul_CR_Needle_HW.rck
181,DC 300ul needles rack (HU),Rack for 300ul needles on DC wash station (node HU),DC_WashStation_300ul_CR_Needle_HU.rck,ML_STAR\\WASHSTATION\\DC_WashStation_300ul_CR_Needle_HU.rck
181,DC 300ul needles rack (HV),Rack for 300ul needles on DC wash station (node HV),DC_WashStation_300ul_CR_Needle_HV.rck,ML_STAR\\WASHSTATION\\DC_WashStation_300ul_CR_Needle_HV.rck
181,DC 300ul needles rack (HW),Rack for 300ul needles on DC wash station (node HW),DC_WashStation_300ul_CR_Needle_HW.rck,ML_STAR\\WASHSTATION\\DC_WashStation_300ul_CR_Needle_HW.rck
173,1000ul High Volume 3.2mm Wide Bore Tip,Rack with 96 1000ul High Volume 3.2mm wide bore tip,Ham_FTR_1000Wide3-2.rck,ML_STAR\\WideBoreTips\\Ham_FTR_1000Wide3-2.rck
173,1000ul High Volume 3.2mm Wide Bore Tip with Filter,Rack with 96 1000ul High Volume 3.2mm wide bore tip with filter,Ham_FTR_1000Wide3-2_Filter.rck,ML_STAR\\WideBoreTips\\Ham_FTR_1000Wide3-2_Filter.rck
173,1000ul High Volume 3.2mm Wide Bore Tip Sterile,Rack with 96 1000ul High Volume 3.2mm wide bore sterile tip,Ham_FTR_1000Wide3-2_Sterile.rck,ML_STAR\\WideBoreTips\\Ham_FTR_1000Wide3-2_Sterile.rck
172,300ul Standard Volume 0.71mm Wide Bore Tip,Rack with 96 300ul Standard Volume 0.71mm wide bore black tips,Ham_FTR_300Wide0-71.rck,ML_STAR\\WideBoreTips\\Ham_FTR_300Wide0-71.rck
172,300ul Standard Volume 0.71mm Wide Bore Tip with Filter,Rack with 96 300ul Standard Volume 0.71mm wide bore black tips with filter,Ham_FTR_300Wide0-71_Filter.rck,ML_STAR\\WideBoreTips\\Ham_FTR_300Wide0-71_Filter.rck
172,300ul Standard Volume 1.55mm Wide Bore Tip,Rack with 96 300ul Standard Volume 1.55mm wide bore black tips,Ham_FTR_300Wide1-55.rck,ML_STAR\\WideBoreTips\\Ham_FTR_300Wide1-55.rck
172,300ul Standard Volume 1.55mm Wide Bore Tip with Filter,Rack with 96 300ul Standard Volume 1.55 mm wide bore black tips with filter,Ham_FTR_300Wide1-55._Filter.rck,ML_STAR\\WideBoreTips\\Ham_FTR_300Wide1-55._Filter.rck
173,1000ul High Volume 1.2mm Wide Bore Tip,Rack with 96 1000ul High Volume 1.2mm wide bore tip,Ham_FTR_F1000Wide1-2.rck,ML_STAR\\WideBoreTips\\Ham_FTR_F1000Wide1-2.rck
173,1000ul High Volume 1.2mm Wide Bore Tip with Filter,Rack with 96 1000ul High Volume 1.2mm wide bore tip with filter,Ham_FTR_F1000Wide1-2_Filter.rck,ML_STAR\\WideBoreTips\\Ham_FTR_F1000Wide1-2_Filter.rck
173,1000ul High Volume 1.2mm Wide Bore Tip with Filter Sterile,Rack with 96 1000ul High Volume 1.2mm wide bore sterile tip with filter,Ham_FTR_F1000Wide1-2_Filter_Sterile.rck,ML_STAR\\WideBoreTips\\Ham_FTR_F1000Wide1-2_Filter_Sterile.rck
173,1000ul High Volume 3.2mm Wide Bore Tip with Filter Sterile,Rack with 96 1000ul High Volume 3.2mm wide bore sterile tip with filter,Ham_FTR_F1000Wide3-2_Filter_Sterile.rck,ML_STAR\\WideBoreTips\\Ham_FTR_F1000Wide3-2_Filter_Sterile.rck
30005,Nimbus Waste,Nimbus Enclosed CORE-96 Waste Chute,CORE96EnclosedWaste.tml,Nimbus\\96Head\, 1ml\\CORE96EnclosedWaste.tml
30005,Nimbus Waste,Nimbus Front Waste Chute,CORE96FrontWaste.tml,Nimbus\\96Head\, 1ml\\CORE96FrontWaste.tml
30005,Nimbus Waste,Nimbus CORE-96 Waste Chute,CORE96Waste.tml,Nimbus\\96Head\, 1ml\\CORE96Waste.tml
30004,Nimbus Waste,Nimbus CORE-96 Waste Chute,CORE96Waste.tml,Nimbus\\96Head\, 300uL\\CORE96Waste.tml
30004,DWP-STD,[P/N 57434-01] Nimbus pedestal for stadard deep well plate,StandOffDW.tml,Nimbus\\96Head\, 300uL\\StandOffDW.tml
30004,FTR,[P/N 57537-01] Nimbus pedestal for filtered tip rack,StandOffFTR.tml,Nimbus\\96Head\, 300uL\\StandOffFTR.tml
30004,MTP-STD,[P/N 56212-01] Nimbus pedestal for standard microtiter plate,StandOffMTP.tml,Nimbus\\96Head\, 300uL\\StandOffMTP.tml
30004,MTP-Stack,[P/N 57542-01] Nimbus pedestal for a stack of 4 standard microtiter plates,StandOffMTPStack.tml,Nimbus\\96Head\, 300uL\\StandOffMTPStack.tml
30004,NTR,[P/N 56388-01] Nimbus pedestal for nested tip rack,StandOffNTR.tml,Nimbus\\96Head\, 300uL\\StandOffNTR.tml
30004,PCR Adapter,[P/N 59402-01/02] Nimbus pedestal for PCR plates; use with Pedestal for deep well plate,StandOffPCR.tml,Nimbus\\96Head\, 300uL\\StandOffPCR.tml
30004,DWP-LID,[P/N 56212-02] Nimbus pedestal for deep well plate with lid (or tall deep well plate),StandOffTallDW.tml,Nimbus\\96Head\, 300uL\\StandOffTallDW.tml
30006,Nimbus Waste,Nimbus Enclosed Waste Chute,ChannelEnclosedWaste.tml,Nimbus\\Channels\\ChannelEnclosedWaste.tml
30006,Nimbus Waste,Nimbus Enclosed Waste Chute for NVS,ChannelEnclosedWasteNVS.tml,Nimbus\\Channels\\ChannelEnclosedWasteNVS.tml
30006,Nimbus Waste,Nimbus Front Waste Chute,ChannelFrontWaste.tml,Nimbus\\Channels\\ChannelFrontWaste.tml
30006,Nimbus Channel High Density Waste,High Density Deck Waste Block with liquid waste for Nimbus Channel,ChannelLongWasteBlock.tml,Nimbus\\Channels\\ChannelLongWasteBlock.tml
30006,Nimbus Channel Split Waste,MPE Split Waste Block with liquid waste for Nimbus Channel,ChannelSplitWaste.tml,Nimbus\\Channels\\ChannelSplitWaste.tml
30006,Nimbus Channel Waste Block,Short waste block with short rolloff plate and liquid waste\, used on Nimbus Channel instruments,ChannelWasteBlockLQW.tml,Nimbus\\Channels\\ChannelWasteBlockLQW.tml
30006,Nimbus Channel Waste Block,Short waste block with extended rolloff plate (Default) and liquid waste\, used on Nimbus Channel instruments,ChannelWasteBlockLQW2.tml,Nimbus\\Channels\\ChannelWasteBlockLQW2.tml
30006,Nimbus Channel Waste Block,Short waste block with short rolloff plate (Default) and liquid waste\, used on Nimbus Channel instruments,ChannelWasteBlockLQWDefault.tml,Nimbus\\Channels\\ChannelWasteBlockLQWDefault.tml
30008,COREGripTool OnWaste 5ml,CORE Grippers for 5ml Channels on standard waste block v2,COREGripTool5mlOnWastev2.rck,Nimbus\\Channels\\COREGripTool5mlOnWastev2.rck
30008,COREGrip Tool on Waste\, 1ml,CORE Grippers for 1ml Channels v2,COREGripToolOnWastev2.rck,Nimbus\\Channels\\COREGripToolOnWastev2.rck
30008,Tip Box COREGrip Tool on Waste\, 1ml,Tip Box CORE Grippers for 1ml Channels v2,COREGripToolTipBoxOnWastev2.rck,Nimbus\\Channels\\COREGripToolTipBoxOnWastev2.rck
30008,CORE Paddles on High Density Waste\, 1ml,CORE Paddles for 1ml Channels on a High Density Waste,COREPaddlesOnLongWaste.rck,Nimbus\\Channels\\COREPaddlesOnLongWaste.rck
30008,CORE Paddles on MPE Split Waste\, 1ml,CORE Paddles for 1ml Channels on a MPE Split Waste,COREPaddlesOnSplitWaste.rck,Nimbus\\Channels\\COREPaddlesOnSplitWaste.rck
30008,Tip Box CORE Paddles on High Density Waste\, 1ml,Tip Box CORE Paddles for 1ml Channels on a High Density Waste,COREPaddlesTipBoxOnLongWaste.rck,Nimbus\\Channels\\COREPaddlesTipBoxOnLongWaste.rck
30008,Suction Cups,CO-RE Suction Cups for 1ml Channels,CORESuctionTool.rck,Nimbus\\Channels\\CORESuctionTool.rck
30007,Shift & Scan Rack\, 24 position,24 position rack base (no containers),ShiftScan24Position.rck,Nimbus\\Channels\\ShiftScan24Position.rck
30007,Shift & Scan Rack (24)\, 17x100,Loaded with 17x100 tubes,ShiftScan24Position_17x100.rck,Nimbus\\Channels\\ShiftScan24Position_17x100.rck
30007,Shift & Scan Rack\, 32 position,32 position rack base (no containers),ShiftScan32Position.rck,Nimbus\\Channels\\ShiftScan32Position.rck
30007,Shift & Scan Rack\, 12x75,Loaded with 12x75 tubes,ShiftScan32Position_12x75.rck,Nimbus\\Channels\\ShiftScan32Position_12x75.rck
30007,Shift & Scan Rack\, 13x100,Loaded with 13x100 tubes,ShiftScan32Position_13x100.rck,Nimbus\\Channels\\ShiftScan32Position_13x100.rck
1003,Waste Labware,Waste Rack Location,Waste96.rck,Nimbus\\Channels\\Waste96.rck
1015,Waste Labware,Waste Rack Location,Waste96.rck,Nimbus\\Channels\\Waste96.rck
1003,Waste Labware,Waste Rack Location,Waste96_L.rck,Nimbus\\Channels\\Waste96_L.rck
1015,Waste Labware,Waste Rack Location,Waste96_L.rck,Nimbus\\Channels\\Waste96_L.rck
30015,Reagent Carrier 3 x 200mL - HD,Reagent Carrier\, 3 x 200ml tubs,Carrier_RGT_3x200mL.tml,Nimbus\\HighDensityDeck\\Carrier_RGT_3x200mL.tml
30015,Reagent Carrier 4 x 50mL - HD,Reagent Carrier\, 4 x 50ml tubs,Carrier_RGT_4x50mL.tml,Nimbus\\HighDensityDeck\\Carrier_RGT_4x50mL.tml
30015,Large Tube Carrier x16 - HD - 100mm tubes - mock tubes,High Density 16 position Large Tube Carrier (Using Avg. Tube Center of 26.613mm from top edge)\, Rack Base to Container Base Offset is set to accommodate 100mm tubes,LargeTubeCarrierx16(100mm tubes Z offset\, mock tubes).rck,Nimbus\\HighDensityDeck\\LargeTubeCarrierx16(100mm tubes Z offset\, mock tubes).rck
30015,Large Tube Carrier x16 - HD - 125mm tubes - mock tubes,High Density 16 position Large Tube Carrier (Using Avg. Tube Center of 26.613mm from top edge)\, Rack Base to Container Base Offset is set to accommodate 125mm tubes,LargeTubeCarrierx16(125mm tubes Z offset\, mock tubes).rck,Nimbus\\HighDensityDeck\\LargeTubeCarrierx16(125mm tubes Z offset\, mock tubes).rck
30015,Large Tube Carrier x16 - HD - 75mm tubes - mock tubes,High Density 16 position Large Tube Carrier (Using Avg. Tube Center of 26.613mm from top edge)\, Rack Base to Container Base Offset is set to accommodate 75mm tubes,LargeTubeCarrierx16(75mm tubes Z offset\, mock tubes).rck,Nimbus\\HighDensityDeck\\LargeTubeCarrierx16(75mm tubes Z offset\, mock tubes).rck
30015,Large Tube Carrier16 and 12mm x75 - HD,High Density 16 position Large Tube Carrier\, 16 and 12 x75 tubes (Using Avg. Tube Center of 26.613mm from top edge),LargeTubeCarrierx16_12x75.rck,Nimbus\\HighDensityDeck\\LargeTubeCarrierx16_12x75.rck
30015,Large Tube Carrier 15ml falcon tubes - HD,High Density 16 position Large Tube Carrier\, 15ml falcon tubes,LargeTubeCarrierx16_15mlFalcon.rck,Nimbus\\HighDensityDeck\\LargeTubeCarrierx16_15mlFalcon.rck
30015,Large Tube Carrier16 and 17mm x100 - HD,High Density 16 position Large Tube Carrier\, 16 and 12 x100 tubes (Using Avg. Tube Center of 26.613mm from top edge),LargeTubeCarrierx16_17x100.rck,Nimbus\\HighDensityDeck\\LargeTubeCarrierx16_17x100.rck
30015,Small Tube Carrier x16 - HD - 100mm tubes - mock tubes,High Density 16 position Small Tube Carrier (Using Avg. Tube Center of 14.21mm from right edge)\, Rack Base to Container Base Offset is set to accommodate 100mm tubes,SmallTubeCarrierx16(100mm tubes Z offset\, mock tubes).rck,Nimbus\\HighDensityDeck\\SmallTubeCarrierx16(100mm tubes Z offset\, mock tubes).rck
30015,Small Tube Carrier x16 - HD - 75mm tubes - mock tubes,High Density 16 position Small Tube Carrier (Using Avg. Tube Center of 14.21mm from right edge)\, Rack Base to Container Base Offset is set to accommodate 75mm tubes,SmallTubeCarrierx16(75mm tubes Z offset\, mock tubes).rck,Nimbus\\HighDensityDeck\\SmallTubeCarrierx16(75mm tubes Z offset\, mock tubes).rck
30015,Small Tube Carrier 12x75mm tubes - HD,High Density 16 position Small Tube Carrier\, 12x75mm tubes (Using Avg. Tube Center of 14.21mm from right edge),SmallTubeCarrierx16_12x75.rck,Nimbus\\HighDensityDeck\\SmallTubeCarrierx16_12x75.rck
30015,StdCarrier_FTRx4,,StdCarrier_FTRx4.tml,Nimbus\\HighDensityDeck\\StdCarrier_FTRx4.tml
30015,Tube Carrier 50ml falcon tubes - HD,High Density 8 position Tube Carrier\, 50ml falcon tubes,TubeCarrierx8_50mlFalcon.rck,Nimbus\\HighDensityDeck\\TubeCarrierx8_50mlFalcon.rck
30002,NTR for Deck Extension,Nimbus off deck pedestal for stacking nested tip racks,Pedestal-ExtSTACK-NTR.tml,Nimbus\\Pedestals\\Pedestal-ExtSTACK-NTR.tml
30002,Portrait NTR for Deck Extension,Nimbus off deck pedestal for stacking nested tip racks\, portrait orientation,Pedestal-ExtSTACK-NTR_P.tml,Nimbus\\Pedestals\\Pedestal-ExtSTACK-NTR_P.tml
30002,Off deck Stack,Nimbus (stack) pedestal for off deck (10 x MTP or 6 x NTR),Pedestal-ExtSTACK.tml,Nimbus\\Pedestals\\Pedestal-ExtSTACK.tml
30002,Off deck Stack\, Front,Nimbus (stack) portrait pedestal for off deck front position (10 x MTP or 6 x NTR),Pedestal-ExtSTACK_Left.tml,Nimbus\\Pedestals\\Pedestal-ExtSTACK_Left.tml
30002,Off deck Stack\, Back,Nimbus (stack) portrait pedestal for off deck Rear position (10 x MTP or 6 x NTR),Pedestal-ExtSTACK_Right.tml,Nimbus\\Pedestals\\Pedestal-ExtSTACK_Right.tml
30002,DWP-STD,Nimbus pedestal for standard deep well plate,PedestalDWP.tml,Nimbus\\Pedestals\\PedestalDWP.tml
30002,DWP_NTR,Nimbus pedestal for standard deep well plate with NTR pedestal top,PedestalDWP_NTR.tml,Nimbus\\Pedestals\\PedestalDWP_NTR.tml
30002,FTR,Nimbus pedestal for framed tip rack,PedestalFTR.tml,Nimbus\\Pedestals\\PedestalFTR.tml
30002,1ml FTR ISLN,Nimbus pedestal for tip Isolation\, 1ml tips,PedestalFTR_1ml_ISLN.tml,Nimbus\\Pedestals\\PedestalFTR_1ml_ISLN.tml
30002,300ul FTR ISLN,Nimbus pedestal for tip Isolation\, 300/50ul tips,PedestalFTR_300ul_ISLN.tml,Nimbus\\Pedestals\\PedestalFTR_300ul_ISLN.tml
30002,HHC,Hamilton Heater Cooler,PedestalHHC.tml,Nimbus\\Pedestals\\PedestalHHC.tml
30002,HHS 1.5mm,Nimbus pedestal for Hamilton Heater Shaker (inc. base plate)\, 1.5mm orbit,PedestalHHS_1.5.tml,Nimbus\\Pedestals\\PedestalHHS_1.5.tml
30002,HHS 2.0mm,Nimbus pedestal for Hamilton Heater Shaker (inc. base plate)\, 2.0mm orbit,PedestalHHS_2.0.tml,Nimbus\\Pedestals\\PedestalHHS_2.0.tml
30002,HHS 3.0mm,Nimbus pedestal for Hamilton Heater Shaker (inc. base plate)\, 3.0mm orbit,PedestalHHS_3.0.tml,Nimbus\\Pedestals\\PedestalHHS_3.0.tml
30002,MPE-Pedestal,MPE pedestal for standard deep well plate,PedestalMPE.tml,Nimbus\\Pedestals\\PedestalMPE.tml
30002,MTP-STD,Nimbus pedestal for1536 microtiter plate,PedestalMTP-1536.tml,Nimbus\\Pedestals\\PedestalMTP-1536.tml
30002,MTP-STACK,Nimbus pedestal for stack of microtiter plates,PedestalMTP-STACK.tml,Nimbus\\Pedestals\\PedestalMTP-STACK.tml
30002,MTP-STACK (Insert),Nimbus pedestal for stack of microtiter plates with base insert,PedestalMTP-STACKwithInsert.tml,Nimbus\\Pedestals\\PedestalMTP-STACKwithInsert.tml
30002,MTP-STD,Nimbus pedestal for standard microtiter plate,PedestalMTP-STD.tml,Nimbus\\Pedestals\\PedestalMTP-STD.tml
30002,NTR,Nimbus pedestal for nested tip rack,PedestalNTR.tml,Nimbus\\Pedestals\\PedestalNTR.tml
30002,PCR-384,Nimbus pedestal for 384 well PCR plate,PedestalPCR-384.tml,Nimbus\\Pedestals\\PedestalPCR-384.tml
30002,PCR-96,Nimbus pedestal for 96 well PCR plate,PedestalPCR-96.tml,Nimbus\\Pedestals\\PedestalPCR-96.tml
30002,Reagent Tubs\, 5x50ml,Nimbus pedestal for 5 x 50ml reagent tubs,PedestalRGTx5.tml,Nimbus\\Pedestals\\PedestalRGTx5.tml
30002,Reagent Tubs\, 6x50ml,Nimbus pedestal for 6 x 50ml reagent tubs,PedestalRGTx6.tml,Nimbus\\Pedestals\\PedestalRGTx6.tml
30002,Tip Box Pedestal (1mL),Standard Nimbus pedestal for (tall) Tip Boxes carrying 1mL volume tips,PedestalTipBox1mL.tml,Nimbus\\Pedestals\\PedestalTipBox1mL.tml
30002,Tip Box Pedestal (50uL or 300uL),Standard Nimbus pedestal for (short) Tip Boxes carrying 50uL or 300uL volume tips,PedestalTipBox50uL300uL.tml,Nimbus\\Pedestals\\PedestalTipBox50uL300uL.tml
30002,Reagent Tube\,12x75,Nimbus pedestal\, 12x75 tubes,PedestalTube12x75.tml,Nimbus\\Pedestals\\PedestalTube12x75.tml
30002,Reagent Tube\,13x100,Nimbus pedestal\, 13x100 tubes,PedestalTube13x100.tml,Nimbus\\Pedestals\\PedestalTube13x100.tml
30002,Reagent Tube\, 24 x15ml,Nimbus pedestal\, 24 x 15ml tubes,PedestalTube15ML.tml,Nimbus\\Pedestals\\PedestalTube15ML.tml
30002,Reagent Tube\,16x100,Nimbus pedestal\, 16x100 tubes,PedestalTube16x100.tml,Nimbus\\Pedestals\\PedestalTube16x100.tml
30002,Reagent Tube\, 6 x50ml,Nimbus pedestal\, 6 x 50ml tubes,PedestalTube50ML.tml,Nimbus\\Pedestals\\PedestalTube50ML.tml
30002,,Nimbus pedestal for Inheco CPAC cooler,Pedestal_Inheco_CPAC.tml,Nimbus\\Pedestals\\Pedestal_Inheco_CPAC.tml
30002,Thermoshake,Inheco Thermoshake with no adapter,Thermoshake.tml,Nimbus\\Pedestals\\Thermoshake.tml
30009,black 10ul,Hamilton Frame Tip Rack: 10 uL black tips,Ham_FTR_10.rck,Nimbus\\Tip Racks\\Ham_FTR_10.rck
30012,1000ul black,Hamilton Frame Tip Rack: 1000ul black tips,Ham_FTR_1000.rck,Nimbus\\Tip Racks\\Ham_FTR_1000.rck
30012,1000ul black1.2mm  wide bore tips,Hamilton Frame Tip Rack: 1000ul black1.2mm wide bore tips,Ham_FTR_1000Wide1-2.rck,Nimbus\\Tip Racks\\Ham_FTR_1000Wide1-2.rck
30012,1000ul black3.2mm  wide bore tips,Hamilton Frame Tip Rack: 1000ul black3.2mm wide bore tips,Ham_FTR_1000Wide3-2.rck,Nimbus\\Tip Racks\\Ham_FTR_1000Wide3-2.rck
30012,1000ul black3.2mm sterile wide bore tips,Hamilton Frame Tip Rack: 1000ul black3.2mm sterile wide bore tips,Ham_FTR_1000Wide3-2_Sterile.rck,Nimbus\\Tip Racks\\Ham_FTR_1000Wide3-2_Sterile.rck
30011,black 300ul,Hamilton Frame Tip Rack: 300 uL black tips,Ham_FTR_300.rck,Nimbus\\Tip Racks\\Ham_FTR_300.rck
30011,black 300ul Slim,Hamilton Frame Tip Rack: 300 uL slim  black tips,Ham_FTR_300Slim.rck,Nimbus\\Tip Racks\\Ham_FTR_300Slim.rck
30011,black 300ul 0.71mm wide bore,Hamilton FrameTip Rack: 300ul 0.71mm wide bore black tips,Ham_FTR_300Wide0-71.rck,Nimbus\\Tip Racks\\Ham_FTR_300Wide0-71.rck
30011,black 300ul 1.55mm wide bore,Hamilton FrameTip Rack: 300ul 1.55mm wide bore black tips,Ham_FTR_300Wide1-55.rck,Nimbus\\Tip Racks\\Ham_FTR_300Wide1-55.rck
30010,black 50ul,Hamilton Frame Tip Rack: 50 uL black tips,Ham_FTR_50.rck,Nimbus\\Tip Racks\\Ham_FTR_50.rck
30013,5ml Tip,Hamilton Frame Tip Rack 24x 5ml Tip landscape oriented,Ham_FTR_5000.rck,Nimbus\\Tip Racks\\Ham_FTR_5000.rck
30009,10ul black filtered,Hamilton Filtered Tip Rack: 10 uL black filtered tips,Ham_FTR_F10.rck,Nimbus\\Tip Racks\\Ham_FTR_F10.rck
30012,1000ul black filtered,Hamilton Filtered Tip Rack: 1000 uL black filtered tips,Ham_FTR_F1000.rck,Nimbus\\Tip Racks\\Ham_FTR_F1000.rck
30012,1000ul black1.2mm  filtered wide bore tips,Hamilton Frame Tip Rack: Filtered 1000ul black1.2mm wide bore tips,Ham_FTR_F1000Wide1-2.rck,Nimbus\\Tip Racks\\Ham_FTR_F1000Wide1-2.rck
