filename,labware_class,labware_subclass,manufacturer,total_positions,rows,columns,orientation,well_max_volume_ul,well_depth_mm,well_bottom_shape,well_top_shape,well_dx_mm,well_dy_mm,well_spacing_dx_mm,well_spacing_dy_mm,rack_dx_mm,rack_dy_mm,rack_dz_mm,stack_height_mm,connected_container,clld_capable,container_file,display_name,description,category_ids,category_names,vendor_folder,relative_path,data_type,read_only,file_type
Nun_96_Fl_L.rck,plate,standard,Nunc,96,8,12,landscape,404.6,11.3,flat,oval,7.0,6.5,9.0,9.0,127.0,86.0,14.5,12.8,No,Yes,nunc\\Nun_96_Fl.ctr,Nunc 96 (Landscape),Nunc plate with 96 flat bottom wells (Landscape),,,NUNC,NUNC/Nun_96_Fl_L.rck,1,Yes,rck
Nun_96_Fl_LB.rck,plate,standard,Nunc,96,8,12,landscape,404.6,11.3,flat,oval,7.0,6.5,9.0,9.0,127.0,86.0,14.5,12.8,No,Yes,nunc\\Nun_96_Fl.ctr,Nunc 96 FL Lb (low border),Nunc plate with low border with 96 flat bottom wells,1003;1012,96 positions plates;Nunc,NUNC,NUNC/Nun_96_Fl_LB.rck,1,Yes,rck
Nun_96_Fl_P.rck,plate,standard,Nunc,96,12,8,portrait,404.6,11.3,flat,oval,7.0,6.5,9.0,9.0,86.0,127.0,14.5,12.8,No,Yes,nunc\\Nun_96_Fl.ctr,Nunc 96 (Portrai),Nunc plate with 96 flat bottom wells (Portrait),,,NUNC,NUNC/Nun_96_Fl_P.rck,0,Yes,rck
PEl_96_TC.rck,plate,standard,PerkinElmer,96,8,12,landscape,365.5,20.0,flat,round,5.8,5.8,9.0,9.0,127.0,86.0,26.0,0.0,No,No,Perkin-Elmer\\PEl_96_TC.ctr,PEl_96_TC.rck,,1003;1021,96 positions plates;Temperatured plates,PERKIN-ELMER,PERKIN-ELMER/PEl_96_TC.rck,1,Yes,rck
PEl_96_TC_L.rck,plate,standard,PerkinElmer,96,8,12,landscape,365.5,20.0,flat,round,5.8,5.8,9.0,9.0,127.0,86.0,26.0,0.0,No,No,Perkin-Elmer\\PEl_96_TC.ctr,PEl_96_TC_L.rck,,,,PERKIN-ELMER,PERKIN-ELMER/PEl_96_TC_L.rck,1,Yes,rck
PEl_96_TC_P.rck,plate,standard,PerkinElmer,96,12,8,portrait,365.5,20.0,flat,round,5.8,5.8,9.0,9.0,86.0,127.0,26.0,0.0,No,No,Perkin-Elmer\\PEl_96_TC.ctr,PEl_96_TC_P.rck,,,,PERKIN-ELMER,PERKIN-ELMER/PEl_96_TC_P.rck,0,Yes,rck
Pfi_384_Sq.rck,plate,standard,Polyfiltronic,384,16,24,landscape,120.8,11.8,flat,square,3.2,3.2,4.5,4.5,127.0,86.0,14.7,0.0,No,Yes,polyfiltronic\\Pfi_384_Sq.ctr,Pfi_384_Sq.rck,,1004;1023,384 positions plates;Polyfiltronic,POLYFILTRONIC,POLYFILTRONIC/Pfi_384_Sq.rck,1,Yes,rck
Pfi_384_Sq_L.rck,plate,standard,Polyfiltronic,384,16,24,landscape,120.8,11.8,flat,square,3.2,3.2,4.5,4.5,127.0,86.0,14.7,0.0,No,Yes,polyfiltronic\\Pfi_384_Sq.ctr,Pfi_384_Sq_L.rck,,,,POLYFILTRONIC,POLYFILTRONIC/Pfi_384_Sq_L.rck,1,Yes,rck
Pfi_384_Sq_P.rck,plate,standard,Polyfiltronic,384,24,16,portrait,120.8,11.8,flat,square,3.2,3.2,4.5,4.5,86.0,127.0,14.7,0.0,No,Yes,polyfiltronic\\Pfi_384_Sq.ctr,Pfi_384_Sq_P.rck,,,,POLYFILTRONIC,POLYFILTRONIC/Pfi_384_Sq_P.rck,0,Yes,rck
Pfi_96_DW.rck,plate,deep_well,Polyfiltronic,96,8,12,landscape,966.2,27.0,flat,round,6.75,6.75,9.0,9.0,127.0,86.0,30.0,0.0,No,Yes,polyfiltronic\\Pfi_96_DW.ctr,Pfi_96_DW.rck,,1003;1006;1023,96 positions plates;Deep well plates;Polyfiltronic,POLYFILTRONIC,POLYFILTRONIC/Pfi_96_DW.rck,1,Yes,rck
Pfi_96_DW_L.rck,plate,deep_well,Polyfiltronic,96,8,12,landscape,966.2,27.0,flat,round,6.75,6.75,9.0,9.0,127.0,86.0,30.0,0.0,No,Yes,polyfiltronic\\Pfi_96_DW.ctr,Pfi_96_DW_L.rck,,,,POLYFILTRONIC,POLYFILTRONIC/Pfi_96_DW_L.rck,1,Yes,rck
Pfi_96_DW_P.rck,plate,deep_well,Polyfiltronic,96,12,8,portrait,966.2,27.0,flat,round,6.75,6.75,9.0,9.0,86.0,127.0,30.0,0.0,No,Yes,polyfiltronic\\Pfi_96_DW.ctr,Pfi_96_DW_P.rck,,,,POLYFILTRONIC,POLYFILTRONIC/Pfi_96_DW_P.rck,0,Yes,rck
Pfi_96_DW_Sq.rck,plate,deep_well,Polyfiltronic,96,8,12,landscape,2811.8,42.3,round,square,8.3,8.3,9.0,9.0,127.0,86.0,44.0,0.0,No,Yes,polyfiltronic\\Pfi_96_DW_Sq.ctr,Pfi_96_DW_Sq.rck,,1003;1006;1023,96 positions plates;Deep well plates;Polyfiltronic,POLYFILTRONIC,POLYFILTRONIC/Pfi_96_DW_Sq.rck,1,Yes,rck
Pfi_96_DW_Sq_L.rck,plate,deep_well,Polyfiltronic,96,8,12,landscape,2811.8,42.3,round,square,8.3,8.3,9.0,9.0,127.0,86.0,44.0,0.0,No,Yes,polyfiltronic\\Pfi_96_DW_Sq.ctr,Pfi_96_DW_Sq_L.rck,,,,POLYFILTRONIC,POLYFILTRONIC/Pfi_96_DW_Sq_L.rck,1,Yes,rck
Pfi_96_DW_Sq_P.rck,plate,deep_well,Polyfiltronic,96,12,8,portrait,2811.8,42.3,round,square,8.3,8.3,9.0,9.0,86.0,127.0,44.0,0.0,No,Yes,polyfiltronic\\Pfi_96_DW_Sq.ctr,Pfi_96_DW_Sq_P.rck,,,,POLYFILTRONIC,POLYFILTRONIC/Pfi_96_DW_Sq_P.rck,0,Yes,rck
Pfi_96_Fl.rck,plate,standard,Polyfiltronic,96,8,12,landscape,346.1,10.35,flat,oval,6.65,6.4,9.0,9.0,127.0,86.0,14.6,0.0,No,Yes,polyfiltronic\\Pfi_96_Fl.ctr,Pfi_96_Fl.rck,,1003;1023,96 positions plates;Polyfiltronic,POLYFILTRONIC,POLYFILTRONIC/Pfi_96_Fl.rck,1,Yes,rck
Pfi_96_Fl_L.rck,plate,standard,Polyfiltronic,96,8,12,landscape,346.1,10.35,flat,oval,6.65,6.4,9.0,9.0,127.0,86.0,14.6,0.0,No,Yes,polyfiltronic\\Pfi_96_Fl.ctr,Pfi_96_Fl_L.rck,,,,POLYFILTRONIC,POLYFILTRONIC/Pfi_96_Fl_L.rck,1,Yes,rck
Pfi_96_Fl_P.rck,plate,standard,Polyfiltronic,96,12,8,portrait,346.1,10.35,flat,oval,6.65,6.4,9.0,9.0,86.0,127.0,14.6,0.0,No,Yes,polyfiltronic\\Pfi_96_Fl.ctr,Pfi_96_Fl_P.rck,,,,POLYFILTRONIC,POLYFILTRONIC/Pfi_96_Fl_P.rck,0,Yes,rck
Pfi_96_Vb.rck,plate,standard,Polyfiltronic,96,8,12,landscape,297.7,10.0,v-bottom,oval,6.7,6.3,9.0,9.0,127.0,86.0,15.2,0.0,No,No,polyfiltronic\\Pfi_96_Vb.ctr,Pfi_96_Vb.rck,,1003;1023,96 positions plates;Polyfiltronic,POLYFILTRONIC,POLYFILTRONIC/Pfi_96_Vb.rck,1,Yes,rck
Pfi_96_Vb_L.rck,plate,standard,Polyfiltronic,96,8,12,landscape,297.7,10.0,v-bottom,oval,6.7,6.3,9.0,9.0,127.0,86.0,15.2,0.0,No,No,polyfiltronic\\Pfi_96_Vb.ctr,Pfi_96_Vb_L.rck,,,,POLYFILTRONIC,POLYFILTRONIC/Pfi_96_Vb_L.rck,1,Yes,rck
Pfi_96_Vb_P.rck,plate,standard,Polyfiltronic,96,12,8,portrait,297.7,10.0,v-bottom,oval,6.7,6.3,9.0,9.0,86.0,127.0,15.2,0.0,No,No,polyfiltronic\\Pfi_96_Vb.ctr,Pfi_96_Vb_P.rck,,,,POLYFILTRONIC,POLYFILTRONIC/Pfi_96_Vb_P.rck,0,Yes,rck
Qia_96_DW.rck,plate,deep_well,Qiagen,96,8,12,landscape,2618.0,41.5,round,square,8.1,8.1,9.0,9.0,127.0,86.0,44.0,0.0,No,Yes,qiagen\\Qia_96_DW.ctr,Qia_96_DW.rck,,1003;1006;1024,96 positions plates;Deep well plates;Qiagen,QIAGEN,QIAGEN/Qia_96_DW.rck,1,Yes,rck
Qia_96_DW_L.rck,plate,deep_well,Qiagen,96,8,12,landscape,2618.0,41.5,round,square,8.1,8.1,9.0,9.0,127.0,86.0,44.0,0.0,No,Yes,qiagen\\Qia_96_DW.ctr,Qia_96_DW_L.rck,,,,QIAGEN,QIAGEN/Qia_96_DW_L.rck,1,Yes,rck
Qia_96_DW_P.rck,plate,deep_well,Qiagen,96,12,8,portrait,2618.0,41.5,round,square,8.1,8.1,9.0,9.0,86.0,127.0,44.0,0.0,No,Yes,qiagen\\Qia_96_DW.ctr,Qia_96_DW_P.rck,,,,QIAGEN,QIAGEN/Qia_96_DW_P.rck,0,Yes,rck
Qia_96_filter.rck,plate,filter,Qiagen,96,8,12,landscape,1161.9,26.3,flat,round,7.5,7.5,9.0,9.0,127.0,86.0,20.0,0.0,No,No,qiagen\\qia_96_filter.ctr,Qia_96_filter.rck,,1003;1009;1024,96 positions plates;Filter plates;Qiagen,QIAGEN,QIAGEN/Qia_96_filter.rck,1,Yes,rck
Qia_96_filter_L.rck,plate,filter,Qiagen,96,8,12,landscape,1161.9,26.3,flat,round,7.5,7.5,9.0,9.0,127.0,86.0,20.0,0.0,No,No,qiagen\\qia_96_filter.ctr,Qia_96_filter_L.rck,,,,QIAGEN,QIAGEN/Qia_96_filter_L.rck,1,Yes,rck
Qia_96_filter_P.rck,plate,filter,Qiagen,96,12,8,portrait,1161.9,26.3,flat,round,7.5,7.5,9.0,9.0,86.0,127.0,40.0,0.0,No,No,qiagen\\qia_96_filter.ctr,Qia_96_filter_P.rck,,,,QIAGEN,QIAGEN/Qia_96_filter_P.rck,0,Yes,rck
Ran_96_Fl.rck,plate,standard,Rainin,96,8,12,landscape,365.8,10.67,flat,oval,6.86,6.35,9.0,9.0,127.0,86.0,14.4,0.0,No,Yes,Rainin\\Ran_96_Fl.ctr,Ran_96_Fl.rck,,1003,96 positions plates,RAININ,RAININ/Ran_96_Fl.rck,1,Yes,rck
Ran_96_Fl_L.rck,plate,standard,Rainin,96,8,12,landscape,365.8,10.67,flat,oval,6.86,6.35,9.0,9.0,127.0,86.0,14.4,0.0,No,Yes,Rainin\\Ran_96_Fl.ctr,Ran_96_Fl_L.rck,,,,RAININ,RAININ/Ran_96_Fl_L.rck,1,Yes,rck
Ran_96_Fl_P.rck,plate,standard,Rainin,96,12,8,portrait,365.8,10.67,flat,oval,6.86,6.35,9.0,9.0,86.0,127.0,14.4,0.0,No,Yes,Rainin\\Ran_96_Fl.ctr,Ran_96_Fl_P.rck,,,,RAININ,RAININ/Ran_96_Fl_P.rck,0,Yes,rck
Ran_96_Rd.rck,plate,standard,Rainin,96,8,12,landscape,322.5,10.5,round,oval,6.85,6.35,9.0,9.0,127.0,86.0,14.3,0.0,No,Yes,Rainin\\Ran_96_Rd.ctr,Ran_96_Rd.rck,,1003,96 positions plates,RAININ,RAININ/Ran_96_Rd.rck,1,Yes,rck
Ran_96_Rd_L.rck,plate,standard,Rainin,96,8,12,landscape,322.5,10.5,round,oval,6.85,6.35,9.0,9.0,127.0,86.0,14.3,0.0,No,Yes,Rainin\\Ran_96_Rd.ctr,Ran_96_Rd_L.rck,,,,RAININ,RAININ/Ran_96_Rd_L.rck,1,Yes,rck
Ran_96_Rd_P.rck,plate,standard,Rainin,96,12,8,portrait,322.5,10.5,round,oval,6.85,6.35,9.0,9.0,86.0,127.0,14.3,0.0,No,Yes,Rainin\\Ran_96_Rd.ctr,Ran_96_Rd_P.rck,,,,RAININ,RAININ/Ran_96_Rd_P.rck,0,Yes,rck
30ul_HU_384WashDualChamber1.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\30ul_384wash.ctr,30ul_HU_384WashDualChamber1.rck,,,,ML_STAR,ML_STAR/384CoReHead/30ul_HU_384WashDualChamber1.rck,2,Yes,rck
30ul_HU_384WashDualChamber2.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\30ul_384wash.ctr,30ul_HU_384WashDualChamber2.rck,,,,ML_STAR,ML_STAR/384CoReHead/30ul_HU_384WashDualChamber2.rck,2,Yes,rck
30ul_HV_384WashDualChamber1.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\30ul_384wash.ctr,30ul_HV_384WashDualChamber1.rck,,,,ML_STAR,ML_STAR/384CoReHead/30ul_HV_384WashDualChamber1.rck,2,Yes,rck
30ul_HV_384WashDualChamber2.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\30ul_384wash.ctr,30ul_HV_384WashDualChamber2.rck,,,,ML_STAR,ML_STAR/384CoReHead/30ul_HV_384WashDualChamber2.rck,2,Yes,rck
30ul_HW_384WashDualChamber1.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\30ul_384wash.ctr,30ul_HW_384WashDualChamber1.rck,,,,ML_STAR,ML_STAR/384CoReHead/30ul_HW_384WashDualChamber1.rck,2,Yes,rck
30ul_HW_384WashDualChamber2.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\30ul_384wash.ctr,30ul_HW_384WashDualChamber2.rck,,,,ML_STAR,ML_STAR/384CoReHead/30ul_HW_384WashDualChamber2.rck,2,Yes,rck
50_HU_96WashDualChamber1.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\50_96wash.ctr,50_HU_96WashDualChamber1.rck,,,,ML_STAR,ML_STAR/96CoReHead/50_HU_96WashDualChamber1.rck,2,Yes,rck
50_HU_96WashDualChamber2.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\50_96wash.ctr,50_HU_96WashDualChamber2.rck,,,,ML_STAR,ML_STAR/96CoReHead/50_HU_96WashDualChamber2.rck,2,Yes,rck
50_HV_96WashDualChamber1.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\50_96wash.ctr,50_HV_96WashDualChamber1.rck,,,,ML_STAR,ML_STAR/96CoReHead/50_HV_96WashDualChamber1.rck,2,Yes,rck
50_HV_96WashDualChamber2.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\50_96wash.ctr,50_HV_96WashDualChamber2.rck,,,,ML_STAR,ML_STAR/96CoReHead/50_HV_96WashDualChamber2.rck,2,Yes,rck
50_HW_96WashDualChamber1.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\50_96wash.ctr,50_HW_96WashDualChamber1.rck,,,,ML_STAR,ML_STAR/96CoReHead/50_HW_96WashDualChamber1.rck,2,Yes,rck
50_HW_96WashDualChamber2.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\50_96wash.ctr,50_HW_96WashDualChamber2.rck,,,,ML_STAR,ML_STAR/96CoReHead/50_HW_96WashDualChamber2.rck,2,Yes,rck
50ul_HU_384WashDualChamber1.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\50ul_384wash.ctr,50ul_HU_384WashDualChamber1.rck,,,,ML_STAR,ML_STAR/384CoReHead/50ul_HU_384WashDualChamber1.rck,2,Yes,rck
50ul_HU_384WashDualChamber2.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\50ul_384wash.ctr,50ul_HU_384WashDualChamber2.rck,,,,ML_STAR,ML_STAR/384CoReHead/50ul_HU_384WashDualChamber2.rck,2,Yes,rck
50ul_HV_384WashDualChamber1.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\50ul_384wash.ctr,50ul_HV_384WashDualChamber1.rck,,,,ML_STAR,ML_STAR/384CoReHead/50ul_HV_384WashDualChamber1.rck,2,Yes,rck
50ul_HV_384WashDualChamber2.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\50ul_384wash.ctr,50ul_HV_384WashDualChamber2.rck,,,,ML_STAR,ML_STAR/384CoReHead/50ul_HV_384WashDualChamber2.rck,2,Yes,rck
50ul_HW_384WashDualChamber1.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\50ul_384wash.ctr,50ul_HW_384WashDualChamber1.rck,,,,ML_STAR,ML_STAR/384CoReHead/50ul_HW_384WashDualChamber1.rck,2,Yes,rck
50ul_HW_384WashDualChamber2.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\50ul_384wash.ctr,50ul_HW_384WashDualChamber2.rck,,,,ML_STAR,ML_STAR/384CoReHead/50ul_HW_384WashDualChamber2.rck,2,Yes,rck
50ul_conductive_HU_384WashDualChamber1.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\50ul_384wash.ctr,50ul_conductive_HU_384WashDualChamber1.rck,,,,ML_STAR,ML_STAR/384CoReHead/50ul_conductive_HU_384WashDualChamber1.rck,2,Yes,rck
50ul_conductive_HU_384WashDualChamber2.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\50ul_384wash.ctr,50ul_conductive_HU_384WashDualChamber2.rck,,,,ML_STAR,ML_STAR/384CoReHead/50ul_conductive_HU_384WashDualChamber2.rck,2,Yes,rck
50ul_conductive_HV_384WashDualChamber1.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\50ul_384wash.ctr,50ul_conductive_HV_384WashDualChamber1.rck,,,,ML_STAR,ML_STAR/384CoReHead/50ul_conductive_HV_384WashDualChamber1.rck,2,Yes,rck
50ul_conductive_HV_384WashDualChamber2.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\50ul_384wash.ctr,50ul_conductive_HV_384WashDualChamber2.rck,,,,ML_STAR,ML_STAR/384CoReHead/50ul_conductive_HV_384WashDualChamber2.rck,2,Yes,rck
50ul_conductive_HW_384WashDualChamber1.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\50ul_384wash.ctr,50ul_conductive_HW_384WashDualChamber1.rck,,,,ML_STAR,ML_STAR/384CoReHead/50ul_conductive_HW_384WashDualChamber1.rck,2,Yes,rck
50ul_conductive_HW_384WashDualChamber2.rck,reagent_trough,,Hamilton,384,16,24,n/a,269.1,8.0,flat,square,5.8,5.8,4.5,4.5,121.0,85.0,2.0,0.0,Yes,No,ml_star\\384corehead\\50ul_384wash.ctr,50ul_conductive_HW_384WashDualChamber2.rck,,,,ML_STAR,ML_STAR/384CoReHead/50ul_conductive_HW_384WashDualChamber2.rck,2,Yes,rck
HT_HU_96WashDualChamber1.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\ht_96wash.ctr,HT_HU_96WashDualChamber1.rck,,,,ML_STAR,ML_STAR/96CoReHead/HT_HU_96WashDualChamber1.rck,2,Yes,rck
HT_HU_96WashDualChamber2.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\ht_96wash.ctr,HT_HU_96WashDualChamber2.rck,,,,ML_STAR,ML_STAR/96CoReHead/HT_HU_96WashDualChamber2.rck,2,Yes,rck
HT_HV_96WashDualChamber1.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\ht_96wash.ctr,HT_HV_96WashDualChamber1.rck,,,,ML_STAR,ML_STAR/96CoReHead/HT_HV_96WashDualChamber1.rck,2,Yes,rck
HT_HV_96WashDualChamber2.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\ht_96wash.ctr,HT_HV_96WashDualChamber2.rck,,,,ML_STAR,ML_STAR/96CoReHead/HT_HV_96WashDualChamber2.rck,2,Yes,rck
HT_HW_96WashDualChamber1.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\ht_96wash.ctr,HT_HW_96WashDualChamber1.rck,,,,ML_STAR,ML_STAR/96CoReHead/HT_HW_96WashDualChamber1.rck,2,Yes,rck
HT_HW_96WashDualChamber2.rck,reagent_trough,,Hamilton,96,8,12,n/a,1749.3,13.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\ht_96wash.ctr,HT_HW_96WashDualChamber2.rck,,,,ML_STAR,ML_STAR/96CoReHead/HT_HW_96WashDualChamber2.rck,2,Yes,rck
Ham_250ml_RGT_L.rck,reagent_trough,,Hamilton,16,8,2,landscape,38115.0,35.0,flat,square,121.0,9.0,0.1,9.0,127.0,86.0,37.0,0.0,No,Yes,hamilton\\ham_250ml_rgt_l.ctr,Ham_250ml_RGT_L.rck,,1008;1019,Reagent plates;Hamilton,HAMILTON,HAMILTON/Ham_250ml_RGT_L.rck,2,Yes,rck
Ham_250ml_RGT_L.rgt.rck,reagent_trough,,Hamilton,16,8,2,landscape,38115.0,35.0,flat,square,121.0,9.0,0.1,9.0,127.0,86.0,37.0,0.0,Yes,Yes,hamilton\\ham_250ml_rgt_l.ctr,Ham_250ml_RGT_L.rgt.rck,,,,HAMILTON,HAMILTON/Ham_250ml_RGT_L.rgt.rck,2,Yes,rck
Ham_DW_Rgt_384_L.rck,reagent_trough,,Hamilton,384,16,24,landscape,891.0,44.0,flat,square,4.5,4.5,4.5,4.5,127.0,86.0,47.0,0.0,Yes,Yes,HAMILTON\\Ham_DW_Rgt_384.ctr,Ham_DW_Rgt_384_L.rck,,1008;1019,Reagent plates;Hamilton,HAMILTON,HAMILTON/Ham_DW_Rgt_384_L.rck,2,Yes,rck
Ham_DW_Rgt_96.rck,reagent_trough,,Hamilton,96,8,12,n/a,3564.0,44.0,flat,square,9.0,9.0,9.0,9.0,127.0,86.0,47.0,0.0,No,Yes,Nimbus\\Verification\\ham_dw_rgt_96.ctr,Ham_DW_Rgt_96.rck,,1008;1019,Reagent plates;Hamilton,Nimbus,Nimbus/Toolbox/Ham_DW_Rgt_96.rck,2,Yes,rck
Ham_DW_Rgt_96L.rck,reagent_trough,,Hamilton,96,8,12,n/a,3564.0,44.0,flat,square,9.0,9.0,9.0,9.0,127.0,86.0,47.0,0.0,Yes,Yes,hamilton\\ham_dw_rgt_96.ctr,Ham_DW_Rgt_96L.rck,,,,HAMILTON,HAMILTON/Ham_DW_Rgt_96L.rck,2,Yes,rck
Ham_DW_Rgt_96_L.rck,reagent_trough,,Hamilton,96,8,12,landscape,3564.0,44.0,flat,square,9.0,9.0,9.0,9.0,127.0,86.0,47.0,0.0,No,Yes,hamilton\\ham_dw_rgt_96.ctr,Ham_DW_Rgt_96_L.rck,,1008;1019,Reagent plates;Hamilton,HAMILTON,HAMILTON/Ham_DW_Rgt_96_L.rck,2,Yes,rck
Ham_DW_Rgt_L.rck,reagent_trough,,Hamilton,16,8,2,landscape,22176.0,44.0,flat,square,112.0,4.5,9.0,9.0,127.0,86.0,47.0,0.0,Yes,Yes,hamilton\\ham_dw_rgt_l.ctr,Ham_DW_Rgt_L.rck,,1008;1019,Reagent plates;Hamilton,HAMILTON,HAMILTON/Ham_DW_Rgt_L.rck,2,Yes,rck
Ham_DW_Rgt_P.rck,reagent_trough,,Hamilton,24,12,2,portrait,14652.0,44.0,flat,square,74.0,4.5,9.0,9.0,86.0,127.0,55.0,0.0,Yes,Yes,hamilton\\ham_dw_rgt_p.ctr,Ham_DW_Rgt_P.rck,,1008;1019,Reagent plates;Hamilton,HAMILTON,HAMILTON/Ham_DW_Rgt_P.rck,2,Yes,rck
Ham_TCC_RGT_TUB.rck,reagent_trough,,Hamilton,16,8,2,n/a,23849.1,21.9,flat,square,121.0,9.0,0.1,9.0,127.0,86.0,27.0,0.0,Yes,Yes,hamilton\\ham_tcc_rgt_tub.ctr,Ham_TCC_RGT_TUB.rck,,1008;1019;1021,Reagent plates;Hamilton;Temperatured plates,HAMILTON,HAMILTON/Ham_TCC_RGT_TUB.rck,2,Yes,rck
LT_HU_96Wash.rck,reagent_trough,,Hamilton,96,8,12,n/a,941.9,7.0,flat,square,11.6,11.6,9.0,9.0,121.0,85.0,2.0,0.0,Yes,No,ml_star\\96corehead\\lt_96wash.ctr,LT_HU_96Wash.rck,,,,ML_STAR,ML_STAR/96CoReHead/LT_HU_96Wash.rck,2,Yes,rck
