filename,labware_class,labware_subclass,manufacturer,total_positions,rows,columns,orientation,well_max_volume_ul,well_depth_mm,well_bottom_shape,well_top_shape,well_dx_mm,well_dy_mm,well_spacing_dx_mm,well_spacing_dy_mm,rack_dx_mm,rack_dy_mm,rack_dz_mm,stack_height_mm,connected_container,clld_capable,container_file,display_name,description,category_ids,category_names,vendor_folder,relative_path,data_type,read_only,file_type
TeachingNeedleBlock.rck,tool,calibration,Hamilton,8,8,1,n/a,680.1,59.9,flat,round,6.8,6.8,0.0,9.0,20.0,75.0,8.0,0.0,No,Yes,ml_star\\core\\teachingneedleblock.ctr,TeachingNeedleBlock.rck,,,,ML_STAR,ML_STAR/CORE/TeachingNeedleBlock.rck,2,Yes,rck
TeachingNeedleBlock.rck,tool,calibration,Hamilton,8,8,1,n/a,680.1,59.9,flat,round,6.8,6.8,0.0,9.0,20.0,75.0,100.0,0.0,No,No,ml_star\\TN.ctr,TeachingNeedleBlock.rck,,,,ML_STAR,ML_STAR/TeachingNeedleBlock.rck,2,Yes,rck
TeachingNeedleBlock_VStar_4.rck,tool,calibration,Hamilton,4,4,1,n/a,680.1,59.9,flat,round,6.8,6.8,0.0,9.0,20.0,45.0,8.0,0.0,No,Yes,ML_STAR\\CORE\\teachingneedleblock.ctr,1ml teaching needles,Configurable 4 block for Universal waste,40003,Teaching Needles,ML_STAR,ML_STAR/CORE/TeachingNeedleBlock_VStar_4.rck,2,Yes,rck
TeachingNeedles(CCT II).rck,tool,calibration,Hamilton,8,0,0,n/a,957.9,59.9,flat,round,6.8,6.8,9.0,9.0,72.0,9.0,59.9,0.0,No,Yes,C:\\Git\\Nimbus\\src\\Common\\Labware\\Nimbus\\tip racks\\tip_300ul.ctr,Teaching Needles (CCT II),Teaching Needles on the Channel Calibration Tool II,,,Nimbus,Nimbus/Toolbox/TeachingNeedles(CCT II).rck,3,Yes,rck
VOVVerificationSquare.rck,tool,calibration,Hamilton,1,1,1,n/a,3240.0,10.0,flat,square,18.0,18.0,0.0,0.0,18.0,18.0,10.0,0.0,No,Yes,ML_STAR\\CORE\\VOVVerificationSquare.ctr,VOVVerificationSquare.rck,Verification rack for Vantage (VOV) waste block,,,ML_STAR,ML_STAR/CORE/VOVVerificationSquare.rck,2,Yes,rck
VStarCOREGripTool.rck,tool,calibration,Hamilton,2,2,1,n/a,7691.3,120.9,flat,round,9.0,9.0,0.0,18.0,38.9,85.8,120.9,0.0,No,Yes,ML_STAR\\CO-RE-Grip\\vstarcoregrip.ctr,Vantage CORE Grip Tool,Rack with gripping tool for Vantage CORE grip tool,,,ML_STAR,ML_STAR/CO-RE-Grip/VStarCOREGripTool.rck,2,Yes,rck
VStarCOREGripTool_short.rck,tool,calibration,Hamilton,2,2,1,n/a,5891.0,92.6,flat,round,9.0,9.0,0.0,18.0,38.9,85.8,120.9,0.0,No,Yes,ML_STAR\\CO-RE-Grip\\vstarcoregrip_short.ctr,Vantage CORE Grip Tool Short,Rack with gripping tool for Vantage CORE grip tool  Short,,,ML_STAR,ML_STAR/CO-RE-Grip/VStarCOREGripTool_short.rck,2,Yes,rck
VacuTube_CapStorage.rck,tool,,Hamilton,4,4,1,n/a,1017.9,16.0,flat,round,9.0,9.0,0.0,27.9,22.0,111.6,51.5,0.0,No,No,ML_STAR\\VacuTube\\VacuTube_Cap.ctr,VacuTube Rack for Cap Storage,4 position VacuTube rack for cap storage,20011,ML STAR VacuTube,ML_STAR,ML_STAR/VacuTube/VacuTube_CapStorage.rck,2,Yes,rck
VacuTube_CapStorage_x16.rck,tool,,Hamilton,16,16,1,n/a,1017.9,16.0,flat,round,9.0,9.0,0.0,27.9,22.5,497.0,75.0,0.0,No,No,ML_STAR\\VacuTube\\vacutube_cap.ctr,VacuTube Carrier for Cap Storage,VacuTube Carrier for Cap Storage,20011,ML STAR VacuTube,ML_STAR,ML_STAR/VacuTube/VacuTube_CapStorage_x16.rck,2,Yes,rck
VacuTube_Rack_BD6ml.rck,tool,,Hamilton,4,4,1,n/a,8482.9,98.9,round,oval,10.8,10.3,0.0,27.9,22.0,111.6,51.5,0.0,No,Yes,ML_STAR\\VacuTube\\Tube13x100.ctr,VacuTube Rack with BD 6ml tubes,VacuTube Rack with BD 6ml tubes,20011,ML STAR VacuTube,ML_STAR,ML_STAR/VacuTube/VacuTube_Rack_BD6ml.rck,2,Yes,rck
VacuTube_Rack_BD6ml_x16.rck,tool,,Hamilton,16,16,1,n/a,8482.9,98.9,round,oval,10.8,10.3,0.0,27.9,22.5,497.0,75.0,0.0,No,Yes,ML_STAR\\VacuTube\\Tube13x100.ctr,VacuTube Carrier with BD 6ml tubes,VacuTube Carrier with BD 6ml tubes,20011,ML STAR VacuTube,ML_STAR,ML_STAR/VacuTube/VacuTube_Rack_BD6ml_x16.rck,2,Yes,rck
VacuTube_Rack_Greiner6ml.rck,tool,,Hamilton,4,4,1,n/a,8482.9,98.9,round,oval,10.8,10.3,0.0,27.9,22.0,111.6,51.5,0.0,No,Yes,ML_STAR\\VacuTube\\Tube13x100.ctr,VacuTube Rack with Greiner 6ml tubes,VacuTube Rack with Greiner 6ml tubes,20011,ML STAR VacuTube,ML_STAR,ML_STAR/VacuTube/VacuTube_Rack_Greiner6ml.rck,2,Yes,rck
VacuTube_Rack_Greiner6ml_x16.rck,tool,,Hamilton,16,16,1,n/a,8482.9,98.9,round,oval,10.8,10.3,0.0,27.9,22.5,497.0,75.0,0.0,No,Yes,ML_STAR\\VacuTube\\Tube13x100.ctr,VacuTube Carrier with Greiner 6ml tubes,VacuTube Carrier with Greiner 6ml tubes,20011,ML STAR VacuTube,ML_STAR,ML_STAR/VacuTube/VacuTube_Rack_Greiner6ml_x16.rck,2,Yes,rck
VacuTube_Rack_Greiner9ml.rck,tool,,Hamilton,4,4,1,n/a,18300.1,98.9,round,oval,15.8,15.3,0.0,27.9,22.0,111.6,51.5,0.0,No,Yes,ML_STAR\\VacuTube\\Greiner9ml.ctr,VacuTube Rack with Greiner 9ml tubes,VacuTube Rack with Greiner 9ml tubes,20011,ML STAR VacuTube,ML_STAR,ML_STAR/VacuTube/VacuTube_Rack_Greiner9ml.rck,2,Yes,rck
VacuTube_Rack_Greiner9ml_x16.rck,tool,,Hamilton,16,16,1,n/a,18300.1,98.9,round,oval,15.8,15.3,0.0,27.9,22.5,497.0,75.0,0.0,No,Yes,ML_STAR\\VacuTube\\Greiner9ml.ctr,VacuTube Carrier with Greiner 9ml tubes,VacuTube Carrier with Greiner 9ml tubes,20011,ML STAR VacuTube,ML_STAR,ML_STAR/VacuTube/VacuTube_Rack_Greiner9ml_x16.rck,2,Yes,rck
VacuTube_Rack_QFT.rck,tool,,Hamilton,4,4,1,n/a,5172.1,73.9,round,oval,9.8,9.3,0.0,27.9,22.0,111.6,51.5,0.0,No,Yes,ML_STAR\\VacuTube\\QFT.ctr,VacuTube Rack with QFT containers,VacuTube Rack with QFT containers,20011,ML STAR VacuTube,ML_STAR,ML_STAR/VacuTube/VacuTube_Rack_QFT.rck,2,Yes,rck
VacuTube_Rack_QFT_x16.rck,tool,,Hamilton,16,16,1,n/a,5172.1,73.9,round,oval,9.8,9.3,0.0,27.9,22.5,497.0,75.0,0.0,No,Yes,ML_STAR\\VacuTube\\QFT.ctr,VacuTube Carrier with QFT tubes,VacuTube Carrier with QFT tubes,20011,ML STAR VacuTube,ML_STAR,ML_STAR/VacuTube/VacuTube_Rack_QFT_x16.rck,2,Yes,rck
Verification.rck,tool,calibration,Hamilton,1,1,1,n/a,1960.0,10.0,flat,square,14.0,14.0,0.0,0.0,30.0,30.0,35.0,0.0,No,No,ML_STAR\\CORE\\verification.ctr,Verification.rck,,,,ML_STAR,ML_STAR/CORE/Verification.rck,2,Yes,rck
Vfv_Balance.rck,tool,calibration,Hamilton,1,1,1,n/a,11945.9,40.0,flat,round,19.5,19.5,0.0,0.0,125.0,192.0,105.0,0.0,No,No,Nimbus\\Toolbox\\vfv_balance.ctr,Vfv_Balance.rck,,,,Nimbus,Nimbus/Toolbox/Vfv_Balance.rck,2,Yes,rck
Vfv_Balance_180.rck,tool,calibration,Hamilton,1,1,1,n/a,11945.9,40.0,flat,round,19.5,19.5,0.0,0.0,125.0,192.0,105.0,0.0,No,No,Nimbus\\Toolbox\\vfv_balance.ctr,Vfv_Balance_180.rck,,,,Nimbus,Nimbus/Toolbox/Vfv_Balance_180.rck,2,Yes,rck
WashStation_1_1000ulNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1790.3,90.0,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\Needle1000ul.ctr,WashStation_1_1000ulNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_1_1000ulNeedle.rck,2,Yes,rck
WashStation_1_300ulNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1008.9,81.0,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\needle300ul.ctr,WashStation_1_300ulNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_1_300ulNeedle.rck,2,Yes,rck
WashStation_1_CR_HighNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,5704.7,288.0,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_highneedle_a00.ctr,WashStation_1_CR_HighNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_1_CR_HighNeedle_A00.rck,3,Yes,rck
WashStation_1_CR_LowNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,436.1,57.4,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_lowneedle_a00.ctr,WashStation_1_CR_LowNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_1_CR_LowNeedle_A00.rck,3,Yes,rck
WashStation_1_CR_StandardNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,2345.9,177.0,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_standardneedle_a00.ctr,WashStation_1_CR_StandardNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_1_CR_StandardNeedle_A00.rck,3,Yes,rck
WashStation_1_HighNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1673.5,95.1,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\highneedle.ctr,WashStation_1_HighNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_1_HighNeedle.rck,2,Yes,rck
WashStation_1_LowNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,400.5,74.1,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\lowneedle.ctr,WashStation_1_LowNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_1_LowNeedle.rck,2,Yes,rck
WashStation_1_StandardNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,858.9,81.6,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\standardneedle.ctr,WashStation_1_StandardNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_1_StandardNeedle.rck,2,Yes,rck
WashStation_2_1000ulNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1790.3,90.0,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\Needle1000ul.ctr,WashStation_2_1000ulNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_2_1000ulNeedle.rck,2,Yes,rck
WashStation_2_300ulNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1008.9,81.0,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\needle300ul.ctr,WashStation_2_300ulNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_2_300ulNeedle.rck,2,Yes,rck
WashStation_2_CR_HighNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,5704.7,288.0,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_highneedle_a00.ctr,WashStation_2_CR_HighNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_2_CR_HighNeedle_A00.rck,3,Yes,rck
WashStation_2_CR_LowNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,436.1,57.4,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_lowneedle_a00.ctr,WashStation_2_CR_LowNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_2_CR_LowNeedle_A00.rck,3,Yes,rck
WashStation_2_CR_StandardNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,2345.9,177.0,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_standardneedle_a00.ctr,WashStation_2_CR_StandardNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_2_CR_StandardNeedle_A00.rck,3,Yes,rck
WashStation_2_HighNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1673.5,95.1,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\highneedle.ctr,WashStation_2_HighNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_2_HighNeedle.rck,2,Yes,rck
WashStation_2_LowNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,400.5,74.1,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\lowneedle.ctr,WashStation_2_LowNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_2_LowNeedle.rck,2,Yes,rck
WashStation_2_StandardNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,858.9,81.6,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\standardneedle.ctr,WashStation_2_StandardNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_2_StandardNeedle.rck,2,Yes,rck
WashStation_3_1000ulNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1790.3,90.0,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\Needle1000ul.ctr,WashStation_3_1000ulNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_3_1000ulNeedle.rck,2,Yes,rck
WashStation_3_300ulNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1008.9,81.0,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\needle300ul.ctr,WashStation_3_300ulNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_3_300ulNeedle.rck,2,Yes,rck
WashStation_3_CR_HighNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,5704.7,288.0,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_highneedle_a00.ctr,WashStation_3_CR_HighNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_3_CR_HighNeedle_A00.rck,3,Yes,rck
WashStation_3_CR_LowNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,436.1,57.4,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_lowneedle_a00.ctr,WashStation_3_CR_LowNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_3_CR_LowNeedle_A00.rck,3,Yes,rck
WashStation_3_CR_StandardNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,2345.9,177.0,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_standardneedle_a00.ctr,WashStation_3_CR_StandardNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_3_CR_StandardNeedle_A00.rck,3,Yes,rck
WashStation_3_HighNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1673.5,95.1,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\highneedle.ctr,WashStation_3_HighNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_3_HighNeedle.rck,2,Yes,rck
WashStation_3_LowNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,400.5,74.1,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\lowneedle.ctr,WashStation_3_LowNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_3_LowNeedle.rck,2,Yes,rck
WashStation_3_StandardNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,858.9,81.6,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\standardneedle.ctr,WashStation_3_StandardNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_3_StandardNeedle.rck,2,Yes,rck
WashStation_4_1000ulNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1790.3,90.0,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\Needle1000ul.ctr,WashStation_4_1000ulNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_4_1000ulNeedle.rck,2,Yes,rck
WashStation_4_300ulNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1008.9,81.0,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\needle300ul.ctr,WashStation_4_300ulNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_4_300ulNeedle.rck,2,Yes,rck
WashStation_4_CR_HighNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,5704.7,288.0,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_highneedle_a00.ctr,WashStation_4_CR_HighNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_4_CR_HighNeedle_A00.rck,3,Yes,rck
WashStation_4_CR_LowNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,436.1,57.4,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_lowneedle_a00.ctr,WashStation_4_CR_LowNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_4_CR_LowNeedle_A00.rck,3,Yes,rck
WashStation_4_CR_StandardNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,2345.9,177.0,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_standardneedle_a00.ctr,WashStation_4_CR_StandardNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_4_CR_StandardNeedle_A00.rck,3,Yes,rck
WashStation_4_HighNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1673.5,95.1,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\highneedle.ctr,WashStation_4_HighNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_4_HighNeedle.rck,2,Yes,rck
WashStation_4_LowNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,400.5,74.1,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\lowneedle.ctr,WashStation_4_LowNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_4_LowNeedle.rck,2,Yes,rck
WashStation_4_StandardNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,858.9,81.6,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\standardneedle.ctr,WashStation_4_StandardNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_4_StandardNeedle.rck,2,Yes,rck
WashStation_5_1000ulNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1790.3,90.0,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\Needle1000ul.ctr,WashStation_5_1000ulNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_5_1000ulNeedle.rck,2,Yes,rck
WashStation_5_300ulNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1008.9,81.0,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\needle300ul.ctr,WashStation_5_300ulNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_5_300ulNeedle.rck,2,Yes,rck
WashStation_5_CR_HighNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,5704.7,288.0,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_highneedle_a00.ctr,WashStation_5_CR_HighNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_5_CR_HighNeedle_A00.rck,3,Yes,rck
WashStation_5_CR_LowNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,436.1,57.4,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_lowneedle_a00.ctr,WashStation_5_CR_LowNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_5_CR_LowNeedle_A00.rck,3,Yes,rck
WashStation_5_CR_StandardNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,2345.9,177.0,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_standardneedle_a00.ctr,WashStation_5_CR_StandardNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_5_CR_StandardNeedle_A00.rck,3,Yes,rck
WashStation_5_HighNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1673.5,95.1,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\highneedle.ctr,WashStation_5_HighNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_5_HighNeedle.rck,2,Yes,rck
WashStation_5_LowNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,400.5,74.1,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\lowneedle.ctr,WashStation_5_LowNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_5_LowNeedle.rck,2,Yes,rck
WashStation_5_StandardNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,858.9,81.6,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\standardneedle.ctr,WashStation_5_StandardNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_5_StandardNeedle.rck,2,Yes,rck
WashStation_6_1000ulNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1790.3,90.0,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\Needle1000ul.ctr,WashStation_6_1000ulNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_6_1000ulNeedle.rck,2,Yes,rck
WashStation_6_300ulNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1008.9,81.0,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\needle300ul.ctr,WashStation_6_300ulNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_6_300ulNeedle.rck,2,Yes,rck
WashStation_6_CR_HighNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,5704.7,288.0,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_highneedle_a00.ctr,WashStation_6_CR_HighNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_6_CR_HighNeedle_A00.rck,3,Yes,rck
WashStation_6_CR_LowNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,436.1,57.4,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_lowneedle_a00.ctr,WashStation_6_CR_LowNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_6_CR_LowNeedle_A00.rck,3,Yes,rck
WashStation_6_CR_StandardNeedle_A00.rck,tool,wash_station,Hamilton,8,0,0,n/a,2345.9,177.0,flat,round,6.8,6.8,0.0,0.0,20.0,107.5,20.0,0.0,No,No,ml_star\\washstation\\cr_standardneedle_a00.ctr,WashStation_6_CR_StandardNeedle_A00.rck,,,,ML_STAR,ML_STAR/WASHSTATION/WashStation_6_CR_StandardNeedle_A00.rck,3,Yes,rck
WashStation_6_HighNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,1673.5,95.1,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\highneedle.ctr,WashStation_6_HighNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_6_HighNeedle.rck,2,Yes,rck
WashStation_6_LowNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,400.5,74.1,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\lowneedle.ctr,WashStation_6_LowNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_6_LowNeedle.rck,2,Yes,rck
WashStation_6_StandardNeedle.rck,tool,wash_station,Hamilton,8,8,1,n/a,858.9,81.6,flat,round,6.8,6.8,0.0,12.5,20.0,107.5,20.0,0.0,No,No,ml_star\\standardneedle.ctr,WashStation_6_StandardNeedle.rck,,,,ML_STAR,ML_STAR/WashStation_6_StandardNeedle.rck,2,Yes,rck
_HHS.rck,tool,calibration,Hamilton,1,0,0,n/a,0.0,0.0,,,0.0,0.0,9.0,9.0,127.0,86.0,15.0,15.0,No,No,ML_STAR\\Verification\\ver_site.ctr,Verification 2 HHS Site,Verification 2 site definition for Hamilton Heater Shaker,,,Nimbus,Nimbus/Toolbox/_HHS.rck,3,Yes,rck
Car24_Cup15x100.rck,tube_rack,15x100,Hamilton,24,24,1,n/a,12428.3,98.9,round,oval,13.3,12.3,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ml_star\\cup_15x100.ctr,Car24_Cup15x100.rck,,,,ML_STAR,ML_STAR/Car24_Cup15x100.rck,2,Yes,rck
Car24_Cup15x75.rck,tube_rack,15x75,Hamilton,24,24,1,n/a,9209.7,73.9,round,oval,13.3,12.3,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ml_star\\cup_15x75.ctr,Car24_Cup15x75.rck,,,,ML_STAR,ML_STAR/Car24_Cup15x75.rck,2,Yes,rck
Car24_Cup15x95.rck,tube_rack,15x95,Hamilton,24,24,1,n/a,11784.6,93.9,round,oval,13.3,12.3,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ml_star\\cup_15x95.ctr,Car24_Cup15x95.rck,,,,ML_STAR,ML_STAR/Car24_Cup15x95.rck,2,Yes,rck
Car24_Cup17x100.rck,tube_rack,17x100,Hamilton,24,24,1,n/a,15046.0,98.8,round,oval,14.3,13.9,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ml_star\\cup_17x100.ctr,Car24_Cup17x100.rck,,,,ML_STAR,ML_STAR/Car24_Cup17x100.rck,2,Yes,rck
Car24_Cup17x75.rck,tube_rack,17x75,Hamilton,24,24,1,n/a,11142.1,73.8,round,oval,14.3,13.9,0.0,20.0,22.5,497.0,140.0,0.0,No,Yes,ml_star\\cup_17x75.ctr,Car24_Cup17x75.rck,,,,ML_STAR,ML_STAR/Car24_Cup17x75.rck,2,Yes,rck
